City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hemisphere
Los Llanos de Aridane,28.66,-17.92,75.2,64,20,19.46,ES,1601231361,Southern Hemisphere
Ternate,0.8,127.4,79.9,80,14,4.12,ID,1601231361,Northern Hemisphere
New Norfolk,-42.78,147.06,46.99,71,28,1.99,AU,1601231362,Northern Hemisphere
Puerto Madero,14.72,-92.42,87.8,74,75,3.36,MX,1601231362,Southern Hemisphere
Hithadhoo,-0.6,73.08,83.17,67,86,4.81,MV,1601231313,Northern Hemisphere
Muros,42.78,-9.06,62.01,64,31,7.0,ES,1601231348,Southern Hemisphere
Avera,33.19,-82.53,69.8,66,90,3.36,US,1601231363,Southern Hemisphere
El Tarra,8.58,-73.09,92.23,41,72,4.56,CO,1601231363,Southern Hemisphere
Williston,48.15,-103.62,60.01,44,99,11.01,US,1601231363,Southern Hemisphere
Kieta,-6.22,155.63,76.15,90,100,5.26,PG,1601231363,Northern Hemisphere
Chui,-33.7,-53.46,66.06,93,100,8.03,UY,1601231364,Southern Hemisphere
Airai,-8.93,125.41,59.77,78,80,3.04,TL,1601231364,Northern Hemisphere
Jauja,-11.78,-75.5,61.54,41,25,6.46,PE,1601231364,Southern Hemisphere
Amapá,1.0,-52.0,94.71,38,40,6.06,BR,1601231364,Southern Hemisphere
Banda Aceh,5.56,95.32,79.99,77,100,7.99,ID,1601231365,Northern Hemisphere
Cape Town,-33.93,18.42,55.0,66,38,3.71,ZA,1601231279,Northern Hemisphere
Takoradze,4.88,-1.76,76.48,89,47,10.25,GH,1601231365,Southern Hemisphere
Varangaon,21.02,75.9,75.56,83,35,5.1,IN,1601231365,Northern Hemisphere
Taoudenni,22.68,-3.98,102.34,8,0,3.13,ML,1601231363,Southern Hemisphere
Raudeberg,61.99,5.14,54.0,82,12,9.93,NO,1601231366,Northern Hemisphere
Mahébourg,-20.41,57.7,71.6,83,40,11.41,MU,1601231366,Northern Hemisphere
Charters Towers,-20.1,146.27,64.54,95,30,6.85,AU,1601231367,Northern Hemisphere
Awjilah,29.11,21.29,91.54,24,0,6.78,LY,1601231367,Northern Hemisphere
Maku,39.29,44.45,68.11,39,5,1.54,IR,1601231367,Northern Hemisphere
Thompson,55.74,-97.86,42.8,93,90,12.75,CA,1601231316,Southern Hemisphere
Deputatsky,69.3,139.9,36.59,97,100,2.06,RU,1601231367,Northern Hemisphere
General Pico,-35.66,-63.76,69.49,41,94,16.4,AR,1601231368,Southern Hemisphere
Santa Maria,-29.68,-53.81,69.8,94,75,5.82,BR,1601231368,Southern Hemisphere
Nicosia,35.17,33.37,80.01,61,0,6.93,CY,1601231368,Northern Hemisphere
Constitución,-35.33,-72.42,60.46,57,1,14.99,CL,1601231369,Southern Hemisphere
Broken Hill,-31.95,141.43,46.4,65,38,6.93,AU,1601231369,Northern Hemisphere
Longyearbyen,78.22,15.64,35.6,89,75,11.41,SJ,1601231313,Northern Hemisphere
Rabo de Peixe,37.8,-25.58,71.6,88,40,10.29,PT,1601231369,Southern Hemisphere
Zhigansk,66.77,123.37,41.59,84,99,3.29,RU,1601231370,Northern Hemisphere
Arraial do Cabo,-22.97,-42.03,93.2,62,100,12.75,BR,1601231370,Southern Hemisphere
Rafsanjān,30.41,55.99,70.79,19,29,3.67,IR,1601231370,Northern Hemisphere
Labé,11.32,-12.28,72.01,90,22,1.43,GN,1601231370,Southern Hemisphere
Millbrook,32.48,-86.36,86.0,62,1,5.82,US,1601231371,Southern Hemisphere
Severo-Kuril'sk,50.68,156.12,47.91,84,100,23.02,RU,1601231371,Northern Hemisphere
Port Hedland,-20.32,118.57,69.8,88,0,8.05,AU,1601231371,Northern Hemisphere
Departamento de Maldonado,-34.67,-54.92,64.4,88,90,10.29,UY,1601231343,Southern Hemisphere
Puerto Ayora,-0.74,-90.35,72.0,83,95,11.01,EC,1601231371,Southern Hemisphere
Buala,-8.14,159.59,77.79,87,100,15.52,SB,1601231372,Northern Hemisphere
Khatanga,71.97,102.5,32.11,93,84,13.31,RU,1601231372,Northern Hemisphere
Poddor'ye,57.47,31.12,56.26,66,0,7.54,RU,1601231372,Northern Hemisphere
Panjāb,34.39,67.02,37.08,63,0,3.44,AF,1601231372,Northern Hemisphere
Uauá,-9.84,-39.48,94.48,24,15,9.42,BR,1601231373,Southern Hemisphere
Mareeba,-17.0,145.43,73.4,73,40,6.93,AU,1601231373,Northern Hemisphere
Ugoofaaru,5.67,73.0,82.04,76,3,5.55,MV,1601231373,Northern Hemisphere
Cabo San Lucas,22.89,-109.91,93.2,70,5,11.41,MX,1601231321,Southern Hemisphere
Ponta do Sol,32.67,-17.1,71.6,68,75,11.41,PT,1601231374,Southern Hemisphere
Tayshet,55.93,98.0,42.35,92,100,7.36,RU,1601231374,Northern Hemisphere
Rio Grande,-32.03,-52.1,69.01,88,100,1.01,BR,1601231308,Southern Hemisphere
Las Vegas,36.17,-115.14,89.6,16,1,7.34,US,1601230700,Southern Hemisphere
Encruzilhada,-15.53,-40.91,87.64,25,0,9.01,BR,1601231375,Southern Hemisphere
The Valley,18.22,-63.06,82.4,94,20,14.99,AI,1601231375,Southern Hemisphere
Yangjiang,21.85,111.97,75.04,90,100,7.45,CN,1601231375,Northern Hemisphere
Nikolskoye,59.7,30.79,61.0,82,0,8.95,RU,1601231375,Northern Hemisphere
Bulalacao,12.33,121.34,81.23,73,39,3.0,PH,1601231376,Northern Hemisphere
Dor Mărunt,44.45,26.92,66.0,55,40,3.36,RO,1601231376,Northern Hemisphere
George Town,5.41,100.34,80.6,83,20,2.24,MY,1601231376,Northern Hemisphere
San Patricio,19.22,-104.7,89.6,75,40,11.41,MX,1601231377,Southern Hemisphere
Castro,-24.79,-50.01,81.19,46,78,9.06,BR,1601231144,Southern Hemisphere
Salalah,17.02,54.09,80.6,78,75,5.82,OM,1601231377,Northern Hemisphere
Kualakapuas,-3.01,114.39,73.4,100,90,5.82,ID,1601231377,Northern Hemisphere
Bakal,54.94,58.81,43.7,93,0,2.84,RU,1601231378,Northern Hemisphere
Port Lincoln,-34.73,135.87,56.55,79,72,14.63,AU,1601231378,Northern Hemisphere
Olafsvik,64.89,-23.71,45.84,79,100,7.72,IS,1601231312,Southern Hemisphere
Arrondissement de Nevers,46.92,3.33,53.01,93,90,10.29,FR,1601231378,Northern Hemisphere
Mount Isa,-20.73,139.5,68.0,20,0,5.82,AU,1601231378,Northern Hemisphere
Esperantinópolis,-4.87,-44.71,103.59,21,26,4.92,BR,1601231379,Southern Hemisphere
Lagoa,39.05,-27.98,71.31,84,3,2.59,PT,1601231379,Southern Hemisphere
Ambilobe,-13.2,49.05,72.18,77,47,5.26,MG,1601231379,Northern Hemisphere
Mayumba,-3.43,10.66,75.43,80,77,8.86,GA,1601231379,Northern Hemisphere
Nabire,-3.37,135.48,75.51,88,100,4.16,ID,1601231380,Northern Hemisphere
Altamont,42.21,-121.74,63.0,38,1,10.29,US,1601231380,Southern Hemisphere
Puerto Colombia,10.99,-74.95,87.8,74,75,8.05,CO,1601231380,Southern Hemisphere
Moree,-29.47,149.85,42.8,75,0,9.17,AU,1601231380,Northern Hemisphere
Saint-Philippe,-21.36,55.77,69.8,64,82,5.82,RE,1601231381,Northern Hemisphere
Birao,10.28,22.79,75.74,85,97,0.43,CF,1601231381,Northern Hemisphere
Lavrentiya,65.58,-171.0,32.77,93,78,10.71,RU,1601231381,Southern Hemisphere
Leh,34.17,77.58,45.41,47,14,3.94,IN,1601231382,Northern Hemisphere
Tutóia,-2.76,-42.27,82.6,69,5,16.15,BR,1601231382,Southern Hemisphere
East London,-33.02,27.91,57.2,71,20,5.82,ZA,1601231382,Northern Hemisphere
Balabac,7.99,117.06,81.16,77,63,5.84,PH,1601231382,Northern Hemisphere
Barrow,71.29,-156.79,32.0,95,90,8.05,US,1601231383,Southern Hemisphere
Tevaitoa,-16.78,-151.5,79.03,77,7,14.83,PF,1601231383,Southern Hemisphere
Canala,-21.53,165.95,68.0,100,90,3.36,NC,1601231383,Northern Hemisphere
Ankazoabo,-22.28,44.52,71.4,57,38,3.98,MG,1601231383,Northern Hemisphere
Rong Kwang,18.34,100.32,75.7,91,100,1.39,TH,1601231384,Northern Hemisphere
Garmsār,35.22,52.34,72.39,42,38,11.23,IR,1601231384,Northern Hemisphere
Kaitangata,-46.28,169.85,37.0,72,63,4.0,NZ,1601231384,Northern Hemisphere
Hongjiang,27.11,110.0,63.25,91,100,1.3,CN,1601231385,Northern Hemisphere
Sitka,57.05,-135.33,51.8,81,90,24.16,US,1601231200,Southern Hemisphere
Broome,42.25,-75.83,77.0,73,90,10.29,US,1601231385,Southern Hemisphere
Neiafu,-18.65,-173.98,75.2,88,75,5.82,TO,1601231385,Southern Hemisphere
Provideniya,64.38,-173.3,31.75,92,23,9.31,RU,1601231386,Southern Hemisphere
Chumikan,54.72,135.31,50.68,94,100,11.9,RU,1601231386,Northern Hemisphere
Iqaluit,63.75,-68.51,32.0,93,90,8.05,CA,1601231163,Southern Hemisphere
Loukhi,66.08,33.04,44.01,95,100,7.4,RU,1601231386,Northern Hemisphere
Kumul,42.8,93.45,59.61,32,94,1.83,CN,1601231387,Northern Hemisphere
Merauke,-8.47,140.33,78.48,79,52,14.72,ID,1601231387,Northern Hemisphere
Sibolga,1.74,98.78,77.13,72,100,2.55,ID,1601231388,Northern Hemisphere
Butaritari,3.07,172.79,81.82,80,76,13.27,KI,1601231388,Northern Hemisphere
Maceió,-9.67,-35.74,80.6,69,75,11.41,BR,1601231388,Southern Hemisphere
Steamboat Springs,40.48,-106.83,55.99,32,90,8.05,US,1601231164,Southern Hemisphere
Shakhtinsk,49.71,72.59,41.0,75,49,4.47,KZ,1601231389,Northern Hemisphere
Makakilo City,21.35,-158.09,80.6,61,1,5.82,US,1601231389,Southern Hemisphere
Xushan,30.18,121.25,72.0,100,90,2.24,CN,1601231389,Northern Hemisphere
Faanui,-16.48,-151.75,78.19,80,26,14.83,PF,1601231390,Southern Hemisphere
Beringovskiy,63.05,179.32,33.13,89,10,10.33,RU,1601231390,Northern Hemisphere
Yeppoon,-23.13,150.73,62.6,77,21,5.82,AU,1601231390,Northern Hemisphere
Bambous Virieux,-20.34,57.76,73.0,83,40,11.41,MU,1601231391,Northern Hemisphere
Shaping,22.75,112.96,73.99,90,100,6.46,CN,1601231391,Northern Hemisphere
Pochutla,15.74,-96.47,78.8,78,90,8.05,MX,1601231391,Southern Hemisphere
Kang,-23.68,22.79,67.06,20,0,11.45,BW,1601231391,Northern Hemisphere
Saskylakh,71.92,114.08,40.42,92,100,10.33,RU,1601231392,Northern Hemisphere
Comodoro Rivadavia,-45.87,-67.5,60.8,41,0,13.87,AR,1601231392,Southern Hemisphere
Davila,18.47,120.58,78.8,94,75,3.36,PH,1601231392,Northern Hemisphere
Samarai,-10.62,150.67,79.39,86,72,12.08,PG,1601231392,Northern Hemisphere
Nānākuli,21.39,-158.15,80.6,61,1,5.82,US,1601231393,Southern Hemisphere
Panabá,21.28,-88.27,93.99,50,26,8.05,MX,1601231393,Southern Hemisphere
Corbélia,-24.8,-53.31,79.07,59,77,9.51,BR,1601231394,Southern Hemisphere
Rio Verde de Mato Grosso,-18.92,-54.84,98.94,25,31,13.76,BR,1601231394,Southern Hemisphere
Bagdarin,54.43,113.6,32.77,91,14,3.94,RU,1601231394,Northern Hemisphere
Codrington,-38.27,141.97,36.16,88,0,5.82,AU,1601231394,Northern Hemisphere
Rocha,-34.48,-54.33,67.93,87,100,8.3,UY,1601231395,Southern Hemisphere
Mahon,39.89,4.27,60.8,59,20,4.7,ES,1601231395,Northern Hemisphere
Uchiza,-8.46,-76.46,88.03,49,12,3.2,PE,1601231395,Southern Hemisphere
Esim,4.87,-2.24,76.91,87,27,8.99,GH,1601231395,Southern Hemisphere
Geraldton,-28.77,114.6,51.8,87,40,5.82,AU,1601231396,Northern Hemisphere
Bathsheba,13.22,-59.52,84.2,74,20,9.17,BB,1601231396,Southern Hemisphere
Dolores,-36.31,-57.68,60.39,83,97,14.45,AR,1601231396,Southern Hemisphere
Mineral Wells,32.81,-98.11,88.0,58,1,20.8,US,1601231396,Southern Hemisphere
Pevek,69.7,170.31,33.39,90,70,22.08,RU,1601231397,Northern Hemisphere
Tuim,54.34,89.93,35.49,85,91,3.65,RU,1601231397,Northern Hemisphere
Portland,45.52,-122.68,66.0,82,20,6.93,US,1601230824,Southern Hemisphere
Nishihara,26.18,127.76,78.8,83,75,4.7,JP,1601231398,Northern Hemisphere
Kodumudi,11.08,77.88,79.05,79,94,8.16,IN,1601231398,Northern Hemisphere
Northam,51.03,-4.22,54.0,74,2,8.99,GB,1601231398,Southern Hemisphere
Caravelas,-17.71,-39.25,81.64,57,0,9.44,BR,1601231398,Southern Hemisphere
Warwick,41.7,-71.42,75.0,88,90,10.29,US,1601231316,Southern Hemisphere
Pathein,16.78,94.73,78.01,90,80,2.75,MM,1601231399,Northern Hemisphere
Saint Paul Harbor,57.79,-152.41,50.0,81,90,24.16,US,1601231393,Southern Hemisphere
Mattru,7.62,-11.83,75.78,94,99,3.78,SL,1601231399,Southern Hemisphere
Båtsfjord,70.63,29.72,33.8,80,0,4.7,NO,1601231399,Northern Hemisphere
Qaqortoq,60.72,-46.03,42.8,45,0,4.7,GL,1601231400,Southern Hemisphere
Batemans Bay,-35.72,150.18,42.01,90,5,1.01,AU,1601231400,Northern Hemisphere
Batticaloa,7.71,81.69,81.23,78,65,4.38,LK,1601231400,Northern Hemisphere
La Asuncion,11.03,-63.86,89.6,59,100,5.82,VE,1601231401,Southern Hemisphere
Asău,46.43,26.4,48.0,90,0,3.33,RO,1601231401,Northern Hemisphere
Benghazi,32.12,20.07,78.66,71,0,11.7,LY,1601231401,Northern Hemisphere
Leningradskiy,69.38,178.42,27.21,90,0,8.14,RU,1601231402,Northern Hemisphere
Beloha,-25.17,45.05,69.82,76,0,5.99,MG,1601231402,Northern Hemisphere
Bozoum,6.32,16.38,70.09,92,46,1.88,CF,1601231403,Northern Hemisphere
Klaksvík,62.23,-6.59,48.2,81,100,20.8,FO,1601231328,Southern Hemisphere
Bambanglipuro,-7.95,110.28,76.15,85,13,7.65,ID,1601231403,Northern Hemisphere
Guerrero Negro,27.98,-114.06,79.54,52,0,9.84,MX,1601231404,Southern Hemisphere
Newcastle,-32.93,151.78,53.01,87,40,5.82,AU,1601231405,Northern Hemisphere
Annau,37.89,58.52,62.6,33,40,2.24,TM,1601231405,Northern Hemisphere
Hasaki,35.73,140.83,61.0,100,20,1.12,JP,1601231406,Northern Hemisphere
Isangel,-19.55,169.27,71.6,94,20,6.69,VU,1601231406,Northern Hemisphere
Laguna,38.42,-121.42,84.99,28,1,13.87,US,1601231407,Southern Hemisphere
Khovd,48.01,91.64,39.74,67,90,2.55,MN,1601231407,Northern Hemisphere
Plouzané,48.38,-4.62,53.6,76,20,8.05,FR,1601231408,Southern Hemisphere
Lebu,-37.62,-73.65,54.55,72,0,12.97,CL,1601231304,Southern Hemisphere
Cidreira,-30.18,-50.21,68.83,89,100,6.73,BR,1601231335,Southern Hemisphere
Álamos,27.02,-108.93,93.99,52,2,1.99,MX,1601231408,Southern Hemisphere
Elizabeth City,36.29,-76.25,79.0,69,75,3.36,US,1601231408,Southern Hemisphere
Guánica,17.97,-66.91,90.0,57,52,3.0,PR,1601231409,Southern Hemisphere
La Ronge,55.1,-105.28,48.2,66,75,19.46,CA,1601231409,Southern Hemisphere
Gawler,-34.6,138.73,54.0,68,49,8.99,AU,1601231409,Northern Hemisphere
Miraflores,19.22,-98.81,75.2,41,40,3.36,MX,1601231410,Southern Hemisphere
Shaunavon,49.65,-108.42,54.7,41,0,27.72,CA,1601231410,Southern Hemisphere
Remontnoye,46.56,43.65,57.0,43,99,20.13,RU,1601231410,Northern Hemisphere
Dikson,73.51,80.55,37.56,76,98,24.34,RU,1601231298,Northern Hemisphere
Quesnel,53.0,-122.5,46.4,75,90,11.41,CA,1601231411,Southern Hemisphere
Progreso,21.28,-89.67,93.0,66,75,11.41,MX,1601231411,Southern Hemisphere
San Cristobal,7.77,-72.22,91.4,36,40,9.17,VE,1601231317,Southern Hemisphere
Shubarshi,48.59,57.19,50.86,46,0,5.32,KZ,1601231412,Northern Hemisphere
Pangnirtung,66.15,-65.71,35.6,74,20,11.41,CA,1601231412,Southern Hemisphere
Sur,22.57,59.53,83.07,55,0,10.38,OM,1601231412,Northern Hemisphere
Samandağ,36.08,35.98,80.6,69,20,6.93,TR,1601231413,Northern Hemisphere
Burnie,-41.07,145.92,43.0,69,9,10.0,AU,1601231413,Northern Hemisphere
Dillon,34.42,-79.37,80.01,69,75,4.7,US,1601231413,Southern Hemisphere
Zima,53.92,102.04,39.74,86,96,6.89,RU,1601231413,Northern Hemisphere
Touros,-5.2,-35.46,86.0,58,20,13.87,BR,1601231167,Southern Hemisphere
Vaterstetten,48.11,11.77,53.01,82,0,1.99,DE,1601231414,Northern Hemisphere
Zhuhai,22.28,113.57,82.4,83,40,14.99,CN,1601231414,Northern Hemisphere
Cherskiy,68.75,161.3,36.21,80,100,18.5,RU,1601231414,Northern Hemisphere
Rawson,-43.3,-65.1,58.32,37,0,10.4,AR,1601231324,Southern Hemisphere
Ponta Delgada,37.73,-25.67,71.6,88,40,10.29,PT,1601231415,Southern Hemisphere
Sai Buri,6.7,101.62,78.31,85,100,7.31,TH,1601231415,Northern Hemisphere
Port Hardy,50.7,-127.42,51.8,93,90,18.34,CA,1601231405,Southern Hemisphere
Correntina,-13.34,-44.64,98.38,12,0,5.48,BR,1601231416,Southern Hemisphere
Yerbogachën,61.28,108.01,41.18,78,100,10.31,RU,1601231416,Northern Hemisphere
Numan,9.47,12.03,76.35,84,64,5.3,NG,1601231416,Northern Hemisphere
Āstāneh-ye Ashrafīyeh,37.26,49.94,73.4,78,75,3.47,IR,1601231417,Northern Hemisphere
Billings Metropolitan Area,45.78,-108.5,62.01,23,40,23.04,US,1601231202,Southern Hemisphere
Ossora,59.24,163.07,37.8,77,0,2.24,RU,1601231417,Northern Hemisphere
Khawhai,23.37,93.12,61.16,100,52,1.12,IN,1601231286,Northern Hemisphere
Yulara,-25.24,130.99,73.4,18,75,5.82,AU,1601231418,Northern Hemisphere
Manjakandriana,-18.92,47.8,64.4,77,20,6.93,MG,1601231418,Northern Hemisphere
Nalhāti,24.3,87.82,79.83,87,78,1.48,IN,1601231418,Northern Hemisphere
Qūchān,37.11,58.51,53.42,40,0,5.73,IR,1601231419,Northern Hemisphere
Sioux Lookout,50.1,-91.92,55.4,87,90,10.29,CA,1601231419,Southern Hemisphere
Vila Franca do Campo,37.72,-25.43,71.6,88,40,10.29,PT,1601231406,Southern Hemisphere
Virginia Beach,36.85,-75.98,79.0,61,75,3.36,US,1601231383,Southern Hemisphere
Yumbe,3.47,31.25,67.73,92,100,4.94,UG,1601231420,Northern Hemisphere
Hede,33.77,120.25,63.99,82,86,2.71,CN,1601231420,Northern Hemisphere
Half Moon Bay,37.46,-122.43,81.0,60,1,4.7,US,1601231420,Southern Hemisphere
Saint George,37.1,-113.58,78.8,26,1,8.05,US,1601231209,Southern Hemisphere
São Filipe,14.9,-24.5,80.26,83,60,6.44,CV,1601231421,Southern Hemisphere
Qasigiannguit,68.82,-51.19,33.8,69,44,8.05,GL,1601231421,Southern Hemisphere
Tieli,46.95,128.05,56.97,95,99,6.58,CN,1601231421,Northern Hemisphere
Cayenne,4.93,-52.33,87.8,52,3,14.99,GF,1601231406,Southern Hemisphere
Buritis,-15.62,-46.42,98.42,12,0,4.85,BR,1601231422,Southern Hemisphere
Toora-Khem,52.47,96.11,29.43,96,57,0.96,RU,1601231422,Northern Hemisphere
Hambantota,6.12,81.12,80.2,80,0,14.79,LK,1601231422,Northern Hemisphere
Dwārka,22.24,68.97,82.09,68,0,8.72,IN,1601231423,Northern Hemisphere
Yangi Marg`ilon,40.43,71.72,66.2,45,100,4.7,UZ,1601231423,Northern Hemisphere
Binka,21.03,83.8,77.23,72,0,2.37,IN,1601231423,Northern Hemisphere
Fukuechō,32.69,128.84,69.91,77,4,25.43,JP,1601231424,Northern Hemisphere
Watsa,3.04,29.54,65.64,98,55,1.68,CD,1601231424,Northern Hemisphere
Naberera,-4.2,36.93,67.28,68,5,11.74,TZ,1601231424,Northern Hemisphere
Warmbad,-28.45,18.73,50.59,48,0,14.25,NA,1601231424,Northern Hemisphere
Kachug,53.96,105.88,37.26,87,81,2.84,RU,1601231425,Northern Hemisphere
Nanortalik,60.14,-45.24,39.13,80,0,15.9,GL,1601231364,Southern Hemisphere
Kalabo,-14.97,22.68,81.59,16,17,2.37,ZM,1601231330,Northern Hemisphere
Oyem,1.6,11.58,68.94,98,100,3.0,GA,1601231426,Northern Hemisphere
Persianovskiy,47.51,40.11,69.8,35,20,24.61,RU,1601231426,Northern Hemisphere
Katsuura,35.13,140.3,68.0,94,40,2.24,JP,1601231426,Northern Hemisphere
Rogaška Slatina,46.24,15.64,53.6,87,75,3.36,SI,1601231427,Northern Hemisphere
Natá,8.33,-80.52,84.88,71,100,4.9,PA,1601231427,Southern Hemisphere
Igarka,67.47,86.58,44.35,96,100,7.76,RU,1601231427,Northern Hemisphere
Finale Ligure,44.17,8.34,66.0,67,20,4.7,IT,1601231428,Northern Hemisphere
Filingué,14.35,3.32,91.74,35,19,14.63,NE,1601231428,Northern Hemisphere
Canyon Lake,29.88,-98.26,84.99,77,95,5.01,US,1601231429,Southern Hemisphere
Erzin,36.96,36.2,80.01,79,3,2.13,TR,1601231429,Northern Hemisphere
Āsosa,10.07,34.53,63.07,99,100,1.41,ET,1601231429,Northern Hemisphere
Kjøllefjord,70.95,27.35,44.6,67,62,11.41,NO,1601231430,Northern Hemisphere
Kisangani,0.52,25.2,70.48,98,100,2.64,CD,1601231430,Northern Hemisphere
Pāsighāt,28.07,95.33,74.77,86,100,2.04,IN,1601231430,Northern Hemisphere
